Browser,Record ID,URL,Title,Visit Count,Hidden,Last Visit Time,Visit Duration (secs),Transition Type
Chrome/Edge,11371,https://oundhertobeconsist.org/clZLSmpNNTh3OBkEEy4AMGcvDSA2FBMIEigTHgAJOi4nGCsRcCooHk9mbTgPFmt6bBkfa3p8TBlreXpYR3N5eg4aIzkrBBY%2BKjhPQGYpJQYeLzwlBRZzeXoCGzgvI09AZiYlHBszbnhaFyU%2BKE9AZiYrARdzeXoTHSM5b1hCJSosD1dkez8ZGzgsb1hCJjklHhc1PyUYV2R7JgMcPW08V0N4eH5EQWBlfUwBIjh3WlQmOSRXQnAuJwhPZm0%2BAxZrenhaSmd6f0wALjJ3WUtlFHJdQXAiJAlPbm0%2FV0NkfHpYQmB8f1JCYXx4X0JwKi0PEWt6fVxLbnNzU0RgbSwZT2dtOA8UayM%2BHgIlbnkrV2QNb1g0OiIkAR83IC9EGzhueCwEPy49T0AQM3xfJhJ9JTACYW0uGQY6diIeBiY4b1kzc3kMT0AQJS8dQ3gtIwYXJS8mRBs4bngsFiQiPA9XZA0QGCQ9GXouOSw%2FbAABInZ6TBc4OXdaVDooPwtPOyQwAx46Km9YNGNlek9AZmMmAxwjM29ZMHN5egscMjklAxZzeXpbQnN4CE9AZiBjT0BmKjoaHjM8LwgZPz9vWDRjeH1EQWBueFpaPSM%2BBx5zeQlPQGYnIwEXc3l6DRc1ICVDV2R7KQIAOSYvT0AQen5eXGZlekRCc3l6Bx00IiYPV2R7OQsUNzkjT0AQfnldXGV9bB4IMnZ%2FREdwPiYFEWs5JUwbMHZ6TBEidntMESIod15UCTl5MDdren1cS25yeltAbnN5UlQjPzhbT2Z7cFpCbHtyTAciOXhXQHA%2BPhhBa3tsHwYkf3daVCM%2FOF9PZm0%2FHgBgdnpMByI5fVdCcD0rBhsydns%3D,,1,No,2026-01-31 20:08:49.704161,0.802619,Link
Chrome/Edge,11373,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3D4fC6NqsYAXg,,1,No,2026-01-31 20:08:43.235477,0.092062,Link
Chrome/Edge,11372,https://u-9204.daleelerah.info/api/rtb-pops/go?id=30601126496577606&sig=bf58ac50d038117928feaf4c52af89&u=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS91cmw%2Fc2E9dCZzb3VyY2U9d2ViJnJjdD1qJm9waT04OTk3ODQ0OSZ1cmw9aHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2glM0Z2JTNENGZDNk5xc1lBWGc%3D,,1,No,2026-01-31 20:08:43.235477,0,Link
Chrome/Edge,11374,https://oundhertobeconsist.org/NTZZZjQKVSpbemB8EAQFVnQ8CHJvbwhXQ1BaIQh2W1JvMXN8EDgEQAgGfxRRUQtoQEdYC2hQEl4La1YGABNrVlBdQysHWlFeOBQRBwY7CVhZTy4JW1ETa1ZcXFg9DxEHBjQJQlxTfFQEUEUsBBEHBjQHX1ATa1ZNWkMrQwYFRTgAURAEaRNHXFg%2BQwYFRisJQFBVLQlGEARpCl1bXX8QCQQYalIaBgB3URJGQipbBBNGKwgJBRA8C1YIBn8SXVELaFQEDQdrVhJHTiBbBwwFBl4DBhAwCFcIDn8TCQQEblYGBQBuUwwFAW5UAQUQOAFRVgtoUQIMDmFfDQMAfwBHCAd%2FAF1ZU2QiXEBEOAhQXVcrQwYFHmtWBgAffFQEd1k1Ck1CWTYCEQcGEQ9aUV98VAR4WS8PURAEaS5wEARpI2dAVH8UUVMLMRJARUV8VXUQBB9DBnNaMAhfWFcyAxpcWHxUckNfPBERB3AhUAFhcm8JbkUBfwJHQVpkDkBBRipDB3QTayARB3A3A0MEGD8PWFBFPQoaXFh8VHJRRDAQURAEHzxGY10LVnB%2BTC1AXkZCZFYSUFgrWwQTWjoTVQhbNhxdWVo4QwZzA3dWEQcGcQpdW0MhQwd3E2tWVVtSKwldURNrVgUFE2okEQcGMk8RBwY4FkRZUy4DVl5fLUMGcwNqURoGAHxUBB1dMRJZWRNrJREHBjUPX1ATa1ZTUFUyCR0QBGkFXEdZNAMRB3BoUgAbBndWGgUTa1ZZWlQwClEQBGkVVVNXKw8RB3BsVQMbBW9AQE9SZFMaABAsCltWCysJElxQZFYSVkJkVxJWQjpbABNpYS59cAtoUQIMDmBWBQcHaFIEE0MtFAUIBmlcBAUMa1YSQEIrVAkBECwSRgYLaUBBQURtWwQTQy0UAQgGfxNARwBkVhJAQitRCQUQLwdYXFJkVw%3D%3D,,1,No,2026-01-31 20:08:42.023304,1.218483,Link
Chrome/Edge,11375,https://pop.edgeofunknown.net/?offer=jb001&edl=en&source=pu&clickid=wfqdeqj1ddn8m40gj1843ad6&eua=mozilla%2F5.0+%28linux%3B+android+10%3B+k%29+applewebkit%2F537.36+%28khtml%2C+like+gecko%29+chrome%2F144.0.0.0+mobile+safari%2F537.36&eip=223.231.212.207&emaid=b28656b2-d85e-3f0c-99c5-bd11f92f2283&eidfa=&egaid=b28656b2-d85e-3f0c-99c5-bd11f92f2283&esid=1208115&essp=Pop_Mainstream_2&cep=KsLbIvEjyGSXIKnw3U9M5KDQ6rbU5ACo2zoL_1IH0OGwWvLba-dURxbB198EFlkmuxTctqDzX-1EpGH4OlBpI4tq4U4JA_QGbfRiLARxMIyG_FJTgHMJG1N8KhsdyXuK71ObnA-oYbJ72ek4ZQ_lgGIXYVcm-ImoCQI_qhtlBwfVGJJM1ebI00KDgsPDHqi4ZhwTLngiXK2UeGHgIgxeYu9Ml0LxqA3aREScyEV4myl0BGMY_uFheWAtxmKJGLDKC1p1w3_OrwpzhL-SGK_Hkk1mpjXrwTMMJRvWHAOAd5j8OZGU_LRYS2_6F2b19nqkVywtRsuyf06gWU3_0tMG3LS9B5TtCjcWcOw0qKFSaudPp6jUBwjHOu5T-P6ocBATdJnSqBa0BnV-cg6nGTHlVMomSPOZpqUy2FD_1pX4W-sMLH-HvspTNnsJUYXerEjzbjBmLPldqB38ZZ12gxVYYnV48hc9nQHbh_0i3tMJrJ_AuoB-oTVVHBg3V7buXBys5SFKnjov0_66-p_a36pw_XNZjCKa16cs52Ma35sXIzY0sZ1l4h4lGQJsyZBVWIf1g9LznuV-sKvGL5CvNhKRWUQBYcv1QSvMUDW6uTj5gcTW1syQn3BN_2dW8MOgAFM00s4t6RHeNV6wJJuoFSpPupeOM3zN-MfCdDmis_fSs5v0wCgEvAIsI3b-7C68XakAknRRxPplgnn4mHYAP94CKjUHC3zVqTNaD7aGQDxlDqc7KfHC0OFm_7RQELdjct4otIXV1rn-e8vsEbz-XiBelg&lptoken=177a69ec89e5197f1124&tid=1llgor86ml2qvc2u117pdseqjqxs8,Balloon Pop - Fun Balloon Popping Online,1,No,2026-01-31 20:08:37.137165,1.882016,Link
Chrome/Edge,11380,https://pop.edgeofunknown.net/?rfs&offer=jb001&edl=en&source=pu&clickid=wfqdeqj1ddn8m40gj1843ad6&eua=mozilla%2F5.0%20%28linux%3B%20android%2010%3B%20k%29%20applewebkit%2F537.36%20%28khtml%2C%20like%20gecko%29%20chrome%2F144.0.0.0%20mobile%20safari%2F537.36&eip=223.231.212.207&emaid=b28656b2-d85e-3f0c-99c5-bd11f92f2283&eidfa=&egaid=b28656b2-d85e-3f0c-99c5-bd11f92f2283&esid=1208115&essp=Pop_Mainstream_2&cep=KsLbIvEjyGSXIKnw3U9M5KDQ6rbU5ACo2zoL_1IH0OGwWvLba-dURxbB198EFlkmuxTctqDzX-1EpGH4OlBpI4tq4U4JA_QGbfRiLARxMIyG_FJTgHMJG1N8KhsdyXuK71ObnA-oYbJ72ek4ZQ_lgGIXYVcm-ImoCQI_qhtlBwfVGJJM1ebI00KDgsPDHqi4ZhwTLngiXK2UeGHgIgxeYu9Ml0LxqA3aREScyEV4myl0BGMY_uFheWAtxmKJGLDKC1p1w3_OrwpzhL-SGK_Hkk1mpjXrwTMMJRvWHAOAd5j8OZGU_LRYS2_6F2b19nqkVywtRsuyf06gWU3_0tMG3LS9B5TtCjcWcOw0qKFSaudPp6jUBwjHOu5T-P6ocBATdJnSqBa0BnV-cg6nGTHlVMomSPOZpqUy2FD_1pX4W-sMLH-HvspTNnsJUYXerEjzbjBmLPldqB38ZZ12gxVYYnV48hc9nQHbh_0i3tMJrJ_AuoB-oTVVHBg3V7buXBys5SFKnjov0_66-p_a36pw_XNZjCKa16cs52Ma35sXIzY0sZ1l4h4lGQJsyZBVWIf1g9LznuV-sKvGL5CvNhKRWUQBYcv1QSvMUDW6uTj5gcTW1syQn3BN_2dW8MOgAFM00s4t6RHeNV6wJJuoFSpPupeOM3zN-MfCdDmis_fSs5v0wCgEvAIsI3b-7C68XakAknRRxPplgnn4mHYAP94CKjUHC3zVqTNaD7aGQDxlDqc7KfHC0OFm_7RQELdjct4otIXV1rn-e8vsEbz-XiBelg&lptoken=177a69ec89e5197f1124&tid=1llgor86ml2qvc2u117pdseqjqxs8,Balloon Pop - Fun Balloon Popping Online,1,No,2026-01-31 20:08:34.547113,2.595129,Link
Chrome/Edge,11379,https://t.sonatick.com/59fd3c52-cd40-451d-8d31-0fd07976662e/2?eua=mozilla%2F5.0+%28linux%3B+android+10%3B+k%29+applewebkit%2F537.36+%28khtml%2C+like+gecko%29+chrome%2F144.0.0.0+mobile+safari%2F537.36&eip=223.231.212.207&emaid=b28656b2-d85e-3f0c-99c5-bd11f92f2283&eidfa=&egaid=b28656b2-d85e-3f0c-99c5-bd11f92f2283&esid=1208115&essp=Pop_Mainstream_2&edl=en&tid=1llgor86ml2qvc2u117pdseqjqxs8,Balloon Pop - Fun Balloon Popping Online,1,No,2026-01-31 20:08:34.547113,0,Link
Chrome/Edge,11378,https://t.sonatick.com/59fd3c52-cd40-451d-8d31-0fd07976662e?eua=mozilla%2F5.0+%28linux%3B+android+10%3B+k%29+applewebkit%2F537.36+%28khtml%2C+like+gecko%29+chrome%2F144.0.0.0+mobile+safari%2F537.36&eip=223.231.212.207&emaid=b28656b2-d85e-3f0c-99c5-bd11f92f2283&eidfa=&egaid=b28656b2-d85e-3f0c-99c5-bd11f92f2283&esid=1208115&essp=Pop_Mainstream_2&edl=en&tid=1llgor86ml2qvc2u117pdseqjqxs8,Balloon Pop - Fun Balloon Popping Online,1,No,2026-01-31 20:08:34.547113,0,Link
Chrome/Edge,11377,https://newshinyd.com/tracking/click.gif?token=1llgor86ml2qvc2u117pdseqjqxs8&price=${AUCTION_PRICE}&rurl=https%3A%2F%2Ft.sonatick.com%2F59fd3c52-cd40-451d-8d31-0fd07976662e%3Feua%3Dmozilla%252F5.0%2B%2528linux%253B%2Bandroid%2B10%253B%2Bk%2529%2Bapplewebkit%252F537.36%2B%2528khtml%252C%2Blike%2Bgecko%2529%2Bchrome%252F144.0.0.0%2Bmobile%2Bsafari%252F537.36%26eip%3D223.231.212.207%26emaid%3Db28656b2-d85e-3f0c-99c5-bd11f92f2283%26eidfa%3D%26egaid%3Db28656b2-d85e-3f0c-99c5-bd11f92f2283%26esid%3D1208115%26essp%3DPop_Mainstream_2%26edl%3Den%26tid%3D1llgor86ml2qvc2u117pdseqjqxs8,Balloon Pop - Fun Balloon Popping Online,1,No,2026-01-31 20:08:34.547113,0,Link
Chrome/Edge,11376,https://tkpopp.com/track/click/z1fJTng6_B-_ErOfJ3I_a4GBy3xzczO_ppsSBBUMFwTwn-6e3zAUXTwRl0Y11tIBOwqQsccT84RFYQBN4RTxGxD5Ofyl0l8ZBBRxqf-fqGUamgd1wtvR_I00FUeHAr1obWwXypz0YOGwceQxlj1yCIeMiv6dgpphLC3cPeUUq0ha_aL76AIXw1iPqcZs0DSaskrBdTiy8j9VRwsbTBNuT0Ek2gTzgANqEHs4oODquuz6fwTvzZ_Aw22u5vwlJ03aFPQTFC3wu65nFXMlxN3Nvm83-mfvGyMdQnI0BJIS08FG6snglrWPe1ylqgcvS2Gec2wu9NG94UhYz6d1RVuLv5urtUA4Rf-I3TgQxktmKpG-eB1E54mO2I2oEMSrmyomNO7lQSxGhJw6e2HNh8OfyOsrdV4EalckPFFhzJkjt85Vub8agOsKkb6n4-h3Fjm3jMtOpr60hoQpVYgHfsFGtJrunFuuE-LXUY4KCuFVJXetIeKetmx22RpItOsIWOdRnl5Arb38euK9r39wQfQfkCHbMsNzwsycnd4CHrX7zdbKv-thwvkoLJD750NuAf-G0KwLEKaUJSVPZlibLTETe4_JG1Uh7_4DgIH7vmWBy?ur=https%3A%2F%2Fnewshinyd.com%2Ftracking%2Fclick.gif%3Ftoken%3D1llgor86ml2qvc2u117pdseqjqxs8%26price%3D%24%7BAUCTION_PRICE%7D%26rurl%3Dhttps%253A%252F%252Ft.sonatick.com%252F59fd3c52-cd40-451d-8d31-0fd07976662e%253Feua%253Dmozilla%25252F5.0%252B%252528linux%25253B%252Bandroid%252B10%25253B%252Bk%252529%252Bapplewebkit%25252F537.36%252B%252528khtml%25252C%252Blike%252Bgecko%252529%252Bchrome%25252F144.0.0.0%252Bmobile%252Bsafari%25252F537.36%2526eip%253D223.231.212.207%2526emaid%253Db28656b2-d85e-3f0c-99c5-bd11f92f2283%2526eidfa%253D%2526egaid%253Db28656b2-d85e-3f0c-99c5-bd11f92f2283%2526esid%253D1208115%2526essp%253DPop_Mainstream_2%2526edl%253Den%2526tid%253D1llgor86ml2qvc2u117pdseqjqxs8,Balloon Pop - Fun Balloon Popping Online,1,No,2026-01-31 20:08:34.547113,0,Link
Chrome/Edge,11381,https://oundhertobeconsist.org/TVZaMVNyNSkMMH0%2BFWYHHx08eSs4FB97ayk7LXACIyZ%2FAxUsBxsXMi8iZwF1PzM%2BDGJrJTcMYntwMQxhfWRvFGF9MjJEISw4PlkyP3NoATEiOjZIJCI5PhRhfT4zXzckc2gBPiIgM1R2f2Y%2FQiYvc2gBPiw9PxRhfS81RCFoZGpCMiszfwNjOCUzXzRoZGpBISIiP1InIiR%2FA2MhPzRadTtrax9geXhpB316cClFIHBmfEEhI2tqFzYgNGcBdTk%2FPgxif2ZiAGJ4cChJKnBlYwIMdWFpFzojNWcJdThrawNkfWRqB2R4bmoGZH9jahcyKjM5DGJ6YGMJa3RvbAd1KyVnAHU%2FMzwMOzkiKkJ2fhd%2FAxVoZBxdOiM9N1A4KHgzX3Z%2FECxYNjpzaHcre2MOdWUiDCoGdSklLl1uJSIuQSBoZRsUYQtzaHc9KCFrHzUkOj9CNyF4M192fxA%2BQzo7M38DFRckDFoBfRIRSydrPClFbn1wP18hcGZ8XTA4N2dcPDc%2FNl0yaGQcBH19c2gBeyE%2FNEQraGUYFGF9NzRVISI%2FPhRhfWdqFGAPc2gBOGRzaAEyPSY2VCQoNDFYJ2hkHARgenhpB3Z%2FZnJaOzk7NhRhDnNoAT8kPT8UYX0xP1I4In9%2FA2MuPihePihzaHdieWJ0AX19eGoUYX07NVM6ITN%2FA2M%2BNzxQISRzaHdmfmF0AmVrIiBVbnh4bxcmITk5DCEicDNXbn1wOUVufHA5RTBwYnxuASlvKgxiemBjCWp9Z2oDZX9mfEQnP2dnAWN3ZmoLY39wL0Uhf2trFyY5JGkMY2sjLkNncGZ8RCc%2FY2cBdTgiKAdufXAvRSF6a2oXJSw6M1VufA%3D%3D,Balloon Pop - Fun Balloon Popping Online,1,No,2026-01-31 20:08:23.597711,10.957772,Link
